sub_region_1,date,transit_stations_percent_change_from_baseline
Central Ostrobothnia,2020-04-12,-77.0
Central Ostrobothnia,2020-04-13,-66.0
Central Ostrobothnia,2020-04-14,-59.0
Central Ostrobothnia,2020-04-15,-54.0
Central Ostrobothnia,2020-04-16,-54.0
Central Ostrobothnia,2020-04-17,-62.0
Central Ostrobothnia,2020-04-18,-45.0
Central Ostrobothnia,2020-04-19,-60.0
Central Ostrobothnia,2020-04-20,-48.0
Central Ostrobothnia,2020-04-21,-42.0
Central Ostrobothnia,2020-04-22,-47.0
Central Ostrobothnia,2020-04-23,-52.0
Central Ostrobothnia,2020-04-24,-55.0
Central Ostrobothnia,2020-04-25,-49.0
Central Ostrobothnia,2020-04-26,-49.0
Central Ostrobothnia,2020-04-27,-40.0
Central Ostrobothnia,2020-04-28,-51.0
Central Ostrobothnia,2020-04-29,-45.0
Central Ostrobothnia,2020-04-30,-23.0
Central Ostrobothnia,2020-05-01,-40.0
Central Ostrobothnia,2020-05-02,-42.0
Central Ostrobothnia,2020-05-03,-48.0
Central Ostrobothnia,2020-05-04,-33.0
Central Ostrobothnia,2020-05-05,-35.0
Central Ostrobothnia,2020-05-06,-32.0
Central Ostrobothnia,2020-05-07,-39.0
Central Ostrobothnia,2020-05-08,-51.0
Central Ostrobothnia,2020-05-09,-36.0
Central Ostrobothnia,2020-05-10,-54.0
Central Ostrobothnia,2020-05-11,-42.0
Central Ostrobothnia,2020-05-12,-33.0
Central Ostrobothnia,2020-05-13,-26.0
Central Ostrobothnia,2020-05-14,-22.0
Central Ostrobothnia,2020-05-15,-41.0
Central Ostrobothnia,2020-05-16,-30.0
Central Ostrobothnia,2020-05-17,-51.0
Central Ostrobothnia,2020-05-18,-24.0
Central Ostrobothnia,2020-05-19,-22.0
Central Ostrobothnia,2020-05-20,-5.0
Central Ostrobothnia,2020-05-21,-37.0
Central Ostrobothnia,2020-05-22,-25.0
Central Ostrobothnia,2020-05-23,-8.0
Central Ostrobothnia,2020-05-24,-18.0
Central Ostrobothnia,2020-05-25,-8.0
Central Ostrobothnia,2020-05-26,5.0
Central Ostrobothnia,2020-05-27,-16.0
Central Ostrobothnia,2020-05-28,-16.0
Central Ostrobothnia,2020-05-29,-24.0
Central Ostrobothnia,2020-05-30,15.0
Central Ostrobothnia,2020-05-31,-23.0
Central Ostrobothnia,2020-06-01,-5.0
Central Ostrobothnia,2020-06-02,8.0
Central Ostrobothnia,2020-06-03,12.0
Central Ostrobothnia,2020-06-04,-3.0
Central Ostrobothnia,2020-06-05,-24.0
Central Ostrobothnia,2020-06-06,-3.0
Central Ostrobothnia,2020-06-07,-33.0
Central Ostrobothnia,2020-06-08,-9.0
Central Ostrobothnia,2020-06-09,5.0
Central Ostrobothnia,2020-06-10,12.0
Central Ostrobothnia,2020-06-11,-7.0
Central Ostrobothnia,2020-06-12,-16.0
Central Ostrobothnia,2020-06-13,6.0
Central Ostrobothnia,2020-06-14,-12.0
Central Ostrobothnia,2020-06-15,-3.0
Central Ostrobothnia,2020-06-16,11.0
Central Ostrobothnia,2020-06-17,11.0
Central Ostrobothnia,2020-06-18,5.0
Central Ostrobothnia,2020-06-19,-35.0
Central Ostrobothnia,2020-06-20,-30.0
Central Ostrobothnia,2020-06-21,-12.0
Central Ostrobothnia,2020-06-22,0.0
Central Ostrobothnia,2020-06-23,-1.0
Central Ostrobothnia,2020-06-24,11.0
Central Ostrobothnia,2020-06-25,11.0
Central Ostrobothnia,2020-06-26,-17.0
Central Ostrobothnia,2020-06-27,5.0
Central Ostrobothnia,2020-06-28,-15.0
Central Ostrobothnia,2020-06-29,-1.0
Central Ostrobothnia,2020-06-30,-3.0
Central Ostrobothnia,2020-07-01,1.0
Central Ostrobothnia,2020-07-02,8.0
Central Ostrobothnia,2020-07-03,-23.0
Central Ostrobothnia,2020-07-04,-4.0
Central Ostrobothnia,2020-07-05,-23.0
Central Ostrobothnia,2020-07-06,-2.0
Central Ostrobothnia,2020-07-07,2.0
Central Ostrobothnia,2020-07-08,-1.0
Central Ostrobothnia,2020-07-09,-8.0
Central Ostrobothnia,2020-07-10,-5.0
Central Ostrobothnia,2020-07-11,24.0
Central Ostrobothnia,2020-07-12,-19.0
Central Ostrobothnia,2020-07-13,1.0
Central Ostrobothnia,2020-07-14,10.0
Central Ostrobothnia,2020-07-15,8.0
Central Ostrobothnia,2020-07-16,2.0
Central Ostrobothnia,2020-07-17,-13.0
Central Ostrobothnia,2020-07-18,5.0
Central Ostrobothnia,2020-07-19,-11.0
Central Ostrobothnia,2020-07-20,9.0
Central Ostrobothnia,2020-07-21,2.0
Central Ostrobothnia,2020-07-22,-2.0
Central Ostrobothnia,2020-07-23,-21.0
Central Ostrobothnia,2020-07-24,-38.0
Central Ostrobothnia,2020-07-25,2.0
Central Ostrobothnia,2020-07-26,-13.0
Central Ostrobothnia,2020-07-27,-14.0
Central Ostrobothnia,2020-07-28,-22.0
Central Ostrobothnia,2020-07-29,-3.0
Central Ostrobothnia,2020-07-30,-28.0
Central Ostrobothnia,2020-07-31,-29.0
Central Ostrobothnia,2020-08-01,-16.0
Central Ostrobothnia,2020-08-02,-28.0
Central Ostrobothnia,2020-08-03,-18.0
Central Ostrobothnia,2020-08-04,-18.0
Central Ostrobothnia,2020-08-05,8.0
Central Ostrobothnia,2020-08-06,0.0
Central Ostrobothnia,2020-08-07,-19.0
Central Ostrobothnia,2020-08-08,-9.0
Central Ostrobothnia,2020-08-09,-13.0
Central Ostrobothnia,2020-08-10,-4.0
Central Ostrobothnia,2020-08-11,-7.0
Central Ostrobothnia,2020-08-12,0.0
Central Ostrobothnia,2020-08-13,-10.0
Central Ostrobothnia,2020-08-14,-19.0
Central Ostrobothnia,2020-08-15,-23.0
Central Ostrobothnia,2020-08-16,-14.0
Central Ostrobothnia,2020-09-11,16.0
Central Ostrobothnia,2020-09-12,-16.0
Central Ostrobothnia,2020-09-13,-18.0
Central Ostrobothnia,2020-09-14,-6.0
Central Ostrobothnia,2020-09-15,10.0
Central Ostrobothnia,2020-09-16,-8.0
Central Ostrobothnia,2020-09-17,-9.0
Central Ostrobothnia,2020-09-18,-9.0
Central Ostrobothnia,2020-09-19,-16.0
Central Ostrobothnia,2020-09-20,-19.0
Central Ostrobothnia,2020-09-21,-6.0
Central Ostrobothnia,2020-09-22,-5.0
Central Ostrobothnia,2020-09-23,-3.0
Central Ostrobothnia,2020-09-24,-11.0
Central Ostrobothnia,2020-09-25,-15.0
Central Ostrobothnia,2020-09-26,-14.0
Central Ostrobothnia,2020-09-27,-21.0
Central Ostrobothnia,2020-09-28,-9.0
Central Ostrobothnia,2020-09-29,-13.0
Central Ostrobothnia,2020-09-30,-3.0
Central Ostrobothnia,2020-10-01,-6.0
Central Ostrobothnia,2020-10-02,-14.0
Central Ostrobothnia,2020-10-03,-19.0
Central Ostrobothnia,2020-10-04,-25.0
Central Ostrobothnia,2020-10-05,-9.0
Central Ostrobothnia,2020-10-06,-10.0
Central Ostrobothnia,2020-10-07,-10.0
Central Ostrobothnia,2020-10-08,-20.0
Central Ostrobothnia,2020-10-09,-23.0
Central Ostrobothnia,2020-10-10,-26.0
Central Ostrobothnia,2020-10-11,-44.0
Central Ostrobothnia,2020-10-12,-16.0
Central Ostrobothnia,2020-10-13,-17.0
Central Ostrobothnia,2020-10-14,-16.0
Central Ostrobothnia,2020-10-15,-20.0
Central Ostrobothnia,2020-10-16,-26.0
Central Ostrobothnia,2020-10-17,-20.0
Central Ostrobothnia,2020-10-18,-23.0
Central Ostrobothnia,2020-10-19,-3.0
Central Ostrobothnia,2020-10-20,-7.0
Central Ostrobothnia,2020-10-21,-14.0
Central Ostrobothnia,2020-10-22,-14.0
Central Ostrobothnia,2020-10-23,-21.0
Central Ostrobothnia,2020-10-24,-20.0
Central Ostrobothnia,2020-10-25,-37.0
Central Ostrobothnia,2020-10-26,-11.0
Central Ostrobothnia,2020-10-27,-15.0
Central Ostrobothnia,2020-10-28,-10.0
Central Ostrobothnia,2020-10-29,-12.0
Central Ostrobothnia,2020-10-30,-18.0
Central Ostrobothnia,2020-10-31,-32.0
Central Ostrobothnia,2020-11-01,-34.0
Central Ostrobothnia,2020-11-02,-17.0
Central Ostrobothnia,2020-11-03,-13.0
Central Ostrobothnia,2020-11-04,-15.0
Central Ostrobothnia,2020-11-05,-15.0
Central Ostrobothnia,2020-11-06,-11.0
Central Ostrobothnia,2020-11-07,-27.0
Central Ostrobothnia,2020-11-08,-22.0
Central Ostrobothnia,2020-11-09,-12.0
Central Ostrobothnia,2020-11-10,-8.0
Central Ostrobothnia,2020-11-11,-11.0
Central Ostrobothnia,2020-11-12,-12.0
Central Ostrobothnia,2020-11-13,-30.0
Central Ostrobothnia,2020-11-14,-29.0
Central Ostrobothnia,2020-11-15,-39.0
Central Ostrobothnia,2020-11-16,-10.0
Central Ostrobothnia,2020-11-17,-15.0
Central Ostrobothnia,2020-11-18,-16.0
Central Ostrobothnia,2020-11-19,-17.0
Central Ostrobothnia,2020-11-20,-23.0
Central Ostrobothnia,2020-11-21,-36.0
Central Ostrobothnia,2020-11-22,-41.0
Central Ostrobothnia,2020-11-23,-14.0
Central Ostrobothnia,2020-11-24,-12.0
Central Ostrobothnia,2020-11-25,-18.0
Central Ostrobothnia,2020-11-26,-16.0
Central Ostrobothnia,2020-11-27,-28.0
Central Ostrobothnia,2020-11-28,-33.0
Central Ostrobothnia,2020-11-29,-44.0
Central Ostrobothnia,2020-11-30,-16.0
Central Ostrobothnia,2020-12-01,-19.0
Central Ostrobothnia,2020-12-02,-13.0
Central Ostrobothnia,2020-12-03,-21.0
Central Ostrobothnia,2020-12-04,-30.0
Central Ostrobothnia,2020-12-05,-39.0
Central Ostrobothnia,2020-12-06,-58.0
Central Ostrobothnia,2020-12-07,-20.0
Central Ostrobothnia,2020-12-08,-16.0
Central Ostrobothnia,2020-12-09,-13.0
Central Ostrobothnia,2020-12-10,-20.0
Central Ostrobothnia,2020-12-11,-29.0
Central Ostrobothnia,2020-12-12,-30.0
Central Ostrobothnia,2020-12-13,-56.0
Central Ostrobothnia,2020-12-14,-16.0
Central Ostrobothnia,2020-12-15,-20.0
Central Ostrobothnia,2020-12-16,-11.0
Central Ostrobothnia,2020-12-17,-10.0
Central Ostrobothnia,2020-12-18,-23.0
Central Ostrobothnia,2020-12-19,-11.0
Central Ostrobothnia,2020-12-20,-46.0
Central Ostrobothnia,2020-12-21,-14.0
Central Ostrobothnia,2020-12-22,-2.0
Central Ostrobothnia,2020-12-23,-8.0
Central Ostrobothnia,2020-12-24,-59.0
Central Ostrobothnia,2020-12-25,-63.0
Central Ostrobothnia,2020-12-26,-29.0
Central Ostrobothnia,2020-12-27,-40.0
Central Ostrobothnia,2020-12-28,-17.0
Central Ostrobothnia,2020-12-29,-13.0
Central Ostrobothnia,2020-12-30,-12.0
Central Ostrobothnia,2020-12-31,-28.0
Kainuu,2020-02-21,7.0
Kainuu,2020-02-28,-2.0
Kainuu,2020-03-06,-15.0
Kainuu,2020-03-13,-22.0
Kainuu,2020-03-17,-44.0
Kainuu,2020-03-18,-44.0
Kainuu,2020-03-19,-54.0
Kainuu,2020-03-20,-57.0
Kainuu,2020-03-24,-50.0
Kainuu,2020-03-25,-56.0
Kainuu,2020-03-26,-54.0
Kainuu,2020-03-27,-61.0
Kainuu,2020-03-29,-64.0
Kainuu,2020-03-30,-62.0
Kainuu,2020-03-31,-67.0
Kainuu,2020-04-01,-58.0
Kainuu,2020-04-02,-62.0
Kainuu,2020-04-03,-57.0
Kainuu,2020-04-06,-56.0
Kainuu,2020-04-07,-56.0
Kainuu,2020-04-08,-53.0
Kainuu,2020-04-09,-56.0
Kainuu,2020-04-10,-76.0
Kainuu,2020-04-12,-61.0
Kainuu,2020-04-13,-56.0
Kainuu,2020-04-14,-47.0
Kainuu,2020-04-15,-53.0
Kainuu,2020-04-16,-51.0
Kainuu,2020-04-17,-57.0
Kainuu,2020-04-19,-48.0
Kainuu,2020-04-20,-56.0
Kainuu,2020-04-21,-51.0
Kainuu,2020-04-22,-48.0
Kainuu,2020-04-23,-52.0
Kainuu,2020-04-24,-56.0
Kainuu,2020-04-26,-57.0
Kainuu,2020-04-27,-52.0
Kainuu,2020-04-28,-67.0
Kainuu,2020-04-29,-60.0
Kainuu,2020-04-30,-46.0
Kainuu,2020-05-01,-69.0
Kainuu,2020-05-03,-63.0
Kainuu,2020-05-04,-45.0
Kainuu,2020-05-05,-56.0
Kainuu,2020-05-06,-51.0
Kainuu,2020-05-07,-50.0
Kainuu,2020-05-08,-58.0
Kainuu,2020-05-10,-49.0
Kainuu,2020-05-11,-62.0
Kainuu,2020-05-12,-55.0
Kainuu,2020-05-14,-45.0
Kainuu,2020-05-15,-59.0
Kainuu,2020-05-17,-57.0
Kainuu,2020-05-18,-54.0
Kainuu,2020-05-19,-49.0
Kainuu,2020-05-21,-56.0
Kainuu,2020-05-22,-47.0
Kainuu,2020-05-26,-42.0
Kainuu,2020-05-27,-42.0
Kainuu,2020-05-28,-44.0
Kainuu,2020-05-29,-46.0
Kainuu,2020-06-02,-30.0
Kainuu,2020-06-04,-35.0
Kainuu,2020-06-05,-34.0
Kainuu,2020-06-11,-22.0
Kainuu,2020-06-12,-20.0
Kainuu,2020-06-19,-21.0
Kainuu,2020-06-26,4.0
Kainuu,2020-07-03,4.0
Kainuu,2020-07-10,11.0
Kainuu,2020-08-14,-10.0
Kainuu,2020-09-11,-2.0
Kainuu,2020-09-17,-25.0
Kainuu,2020-09-18,-9.0
Kainuu,2020-09-24,-24.0
Kainuu,2020-09-25,-11.0
Kainuu,2020-10-01,-21.0
Kainuu,2020-10-02,-10.0
Kainuu,2020-10-06,-34.0
Kainuu,2020-10-08,-33.0
Kainuu,2020-10-09,-26.0
Kainuu,2020-10-15,-29.0
Kainuu,2020-10-16,-28.0
Kainuu,2020-10-20,-30.0
Kainuu,2020-10-22,-31.0
Kainuu,2020-10-23,-22.0
Kainuu,2020-10-27,-34.0
Kainuu,2020-10-28,-40.0
Kainuu,2020-10-29,-34.0
Kainuu,2020-10-30,-24.0
Kainuu,2020-11-03,-40.0
Kainuu,2020-11-05,-36.0
Kainuu,2020-11-06,-24.0
Kainuu,2020-11-10,-37.0
Kainuu,2020-11-12,-42.0
Kainuu,2020-11-13,-26.0
Kainuu,2020-11-17,-39.0
Kainuu,2020-11-18,-45.0
Kainuu,2020-11-19,-40.0
Kainuu,2020-11-20,-30.0
Kainuu,2020-11-24,-39.0
Kainuu,2020-11-25,-39.0
Kainuu,2020-11-26,-37.0
Kainuu,2020-11-27,-33.0
Kainuu,2020-12-01,-43.0
Kainuu,2020-12-02,-39.0
Kainuu,2020-12-03,-47.0
Kainuu,2020-12-04,-39.0
Kainuu,2020-12-08,-41.0
Kainuu,2020-12-09,-41.0
Kainuu,2020-12-10,-46.0
Kainuu,2020-12-11,-42.0
Kainuu,2020-12-13,-57.0
Kainuu,2020-12-14,-40.0
Kainuu,2020-12-15,-47.0
Kainuu,2020-12-16,-37.0
Kainuu,2020-12-17,-33.0
Kainuu,2020-12-18,-38.0
Kainuu,2020-12-22,-39.0
Kainuu,2020-12-24,-62.0
Kainuu,2020-12-25,-71.0
Kainuu,2020-12-29,-38.0
Kainuu,2020-12-30,-38.0
Kainuu,2020-12-31,-37.0
Kainuu,2020-02-15,1.0
Kainuu,2020-02-16,1.0
Kainuu,2020-02-17,11.0
Kainuu,2020-02-18,-8.0
Kainuu,2020-02-19,4.0
Kainuu,2020-02-20,-4.0
Kainuu,2020-02-21,15.0
Kainuu,2020-02-22,22.0
Kainuu,2020-02-23,-8.0
Kainuu,2020-02-24,4.0
Kainuu,2020-02-25,-13.0
Kainuu,2020-02-26,2.0
Kainuu,2020-02-27,2.0
Kainuu,2020-02-28,13.0
Kainuu,2020-02-29,14.0
Kainuu,2020-03-01,-5.0
Kainuu,2020-03-02,-3.0
Kainuu,2020-03-03,-10.0
Kainuu,2020-03-04,-2.0
Kainuu,2020-03-05,-13.0
Kainuu,2020-03-06,-6.0
Kainuu,2020-03-07,5.0
Kainuu,2020-03-08,2.0
Kainuu,2020-03-09,-9.0
Kainuu,2020-03-10,-12.0
Kainuu,2020-03-11,-10.0
Kainuu,2020-03-12,-13.0
Kainuu,2020-03-13,-10.0
Kainuu,2020-03-15,-28.0
Kainuu,2020-03-16,-36.0
Kainuu,2020-03-17,-42.0
Kainuu,2020-03-18,-41.0
Kainuu,2020-03-19,-55.0
Kainuu,2020-03-20,-52.0
Kainuu,2020-03-21,-49.0
Kainuu,2020-03-22,-41.0
Kainuu,2020-03-23,-43.0
Kainuu,2020-03-24,-50.0
Kainuu,2020-03-25,-54.0
Kainuu,2020-03-26,-54.0
Kainuu,2020-03-27,-52.0
Kainuu,2020-03-28,-48.0
Kainuu,2020-03-29,-60.0
Kainuu,2020-03-30,-60.0
Kainuu,2020-03-31,-68.0
Kainuu,2020-04-01,-59.0
Kainuu,2020-04-02,-64.0
Kainuu,2020-04-03,-62.0
Kainuu,2020-04-04,-55.0
Kainuu,2020-04-05,-50.0
Kainuu,2020-04-06,-56.0
Kainuu,2020-04-07,-59.0
Kainuu,2020-04-08,-53.0
Kainuu,2020-04-09,-53.0
Kainuu,2020-04-10,-72.0
Kainuu,2020-04-11,-55.0
Kainuu,2020-04-12,-62.0
Kainuu,2020-04-13,-57.0
Kainuu,2020-04-14,-48.0
Kainuu,2020-04-15,-53.0
Kainuu,2020-04-16,-51.0
Kainuu,2020-04-17,-57.0
Kainuu,2020-04-18,-49.0
Kainuu,2020-04-19,-52.0
Kainuu,2020-04-20,-48.0
Kainuu,2020-04-21,-50.0
Kainuu,2020-04-22,-46.0
Kainuu,2020-04-23,-52.0
Kainuu,2020-04-24,-52.0
Kainuu,2020-04-25,-47.0
Kainuu,2020-04-26,-59.0
Kainuu,2020-04-27,-50.0
Kainuu,2020-04-28,-63.0
Kainuu,2020-04-29,-59.0
Kainuu,2020-04-30,-46.0
Kainuu,2020-05-01,-68.0
Kainuu,2020-05-02,-50.0
Kainuu,2020-05-03,-63.0
Kainuu,2020-05-04,-49.0
Kainuu,2020-05-05,-55.0
Kainuu,2020-05-06,-49.0
Kainuu,2020-05-07,-50.0
Kainuu,2020-05-08,-56.0
Kainuu,2020-05-09,-47.0
Kainuu,2020-05-10,-49.0
Kainuu,2020-05-11,-58.0
Kainuu,2020-05-12,-54.0
Kainuu,2020-05-13,-42.0
Kainuu,2020-05-14,-46.0
Kainuu,2020-05-15,-56.0
Kainuu,2020-05-16,-50.0
Kainuu,2020-05-17,-58.0
Kainuu,2020-05-18,-54.0
Kainuu,2020-05-19,-49.0
Kainuu,2020-05-20,-37.0
Kainuu,2020-05-21,-56.0
Kainuu,2020-05-22,-44.0
Kainuu,2020-05-23,-30.0
Kainuu,2020-05-24,-38.0
Kainuu,2020-05-25,-33.0
Kainuu,2020-05-26,-40.0
Kainuu,2020-05-27,-46.0
Kainuu,2020-05-28,-44.0
Kainuu,2020-05-29,-46.0
Kainuu,2020-05-30,-21.0
Kainuu,2020-05-31,-45.0
Kainuu,2020-06-01,-23.0
Kainuu,2020-06-02,-29.0
Kainuu,2020-06-03,-31.0
Kainuu,2020-06-04,-32.0
Kainuu,2020-06-05,-31.0
Kainuu,2020-06-06,-14.0
Kainuu,2020-06-07,-31.0
Kainuu,2020-06-08,-18.0
Kainuu,2020-06-09,-19.0
Kainuu,2020-06-10,-15.0
Kainuu,2020-06-11,-26.0
Kainuu,2020-06-12,-14.0
Kainuu,2020-06-13,0.0
Kainuu,2020-06-14,-5.0
Kainuu,2020-06-15,-5.0
Kainuu,2020-06-16,-18.0
Kainuu,2020-06-17,-10.0
Kainuu,2020-06-18,23.0
Kainuu,2020-06-19,-17.0
Kainuu,2020-06-20,-1.0
Kainuu,2020-06-21,43.0
Kainuu,2020-06-22,12.0
Kainuu,2020-06-23,4.0
Kainuu,2020-06-24,15.0
Kainuu,2020-06-25,-8.0
Kainuu,2020-06-26,17.0
Kainuu,2020-06-28,19.0
Kainuu,2020-06-29,16.0
Kainuu,2020-06-30,-16.0
Kainuu,2020-07-01,0.0
Kainuu,2020-07-02,1.0
Kainuu,2020-07-03,12.0
Kainuu,2020-07-05,27.0
Kainuu,2020-07-06,36.0
Kainuu,2020-07-07,7.0
Kainuu,2020-07-08,25.0
Kainuu,2020-07-09,2.0
Kainuu,2020-07-10,23.0
Kainuu,2020-07-12,19.0
Kainuu,2020-07-13,22.0
Kainuu,2020-07-14,13.0
Kainuu,2020-07-15,45.0
Kainuu,2020-07-16,43.0
Kainuu,2020-07-17,45.0
Kainuu,2020-07-19,79.0
Kainuu,2020-07-20,58.0
Kainuu,2020-07-21,31.0
Kainuu,2020-07-22,9.0
Kainuu,2020-07-23,10.0
Kainuu,2020-07-24,29.0
Kainuu,2020-07-26,48.0
Kainuu,2020-07-27,40.0
Kainuu,2020-07-28,38.0
Kainuu,2020-07-29,25.0
Kainuu,2020-07-30,-1.0
Kainuu,2020-07-31,28.0
Kainuu,2020-08-02,33.0
Kainuu,2020-08-03,29.0
Kainuu,2020-08-04,12.0
Kainuu,2020-08-05,37.0
Kainuu,2020-08-06,19.0
Kainuu,2020-08-07,33.0
Kainuu,2020-08-09,40.0
Kainuu,2020-08-10,21.0
Kainuu,2020-08-11,8.0
Kainuu,2020-08-12,9.0
Kainuu,2020-08-13,5.0
Kainuu,2020-08-14,0.0
Kainuu,2020-08-16,2.0
Kainuu,2020-09-11,0.0
Kainuu,2020-09-12,-7.0
Kainuu,2020-09-13,0.0
Kainuu,2020-09-14,1.0
Kainuu,2020-09-15,-10.0
Kainuu,2020-09-16,-16.0
Kainuu,2020-09-17,-23.0
Kainuu,2020-09-18,-2.0
Kainuu,2020-09-19,14.0
Kainuu,2020-09-20,-6.0
Kainuu,2020-09-21,-6.0
Kainuu,2020-09-22,-16.0
Kainuu,2020-09-23,-17.0
Kainuu,2020-09-24,-22.0
Kainuu,2020-09-25,-2.0
Kainuu,2020-09-26,6.0
Kainuu,2020-09-27,-16.0
Kainuu,2020-09-28,-9.0
Kainuu,2020-09-29,-25.0
Kainuu,2020-09-30,-18.0
Kainuu,2020-10-01,-20.0
Kainuu,2020-10-02,-3.0
Kainuu,2020-10-03,-8.0
Kainuu,2020-10-04,-14.0
Kainuu,2020-10-05,-19.0
Kainuu,2020-10-06,-29.0
Kainuu,2020-10-07,-29.0
Kainuu,2020-10-08,-32.0
Kainuu,2020-10-09,-20.0
Kainuu,2020-10-10,-12.0
Kainuu,2020-10-11,-33.0
Kainuu,2020-10-12,-24.0
Kainuu,2020-10-13,-26.0
Kainuu,2020-10-14,-27.0
Kainuu,2020-10-15,-32.0
Kainuu,2020-10-16,-27.0
Kainuu,2020-10-17,5.0
Kainuu,2020-10-18,-32.0
Kainuu,2020-10-19,-12.0
Kainuu,2020-10-20,-32.0
Kainuu,2020-10-21,-22.0
Kainuu,2020-10-22,-29.0
Kainuu,2020-10-23,-23.0
Kainuu,2020-10-24,-26.0
Kainuu,2020-10-25,-24.0
Kainuu,2020-10-26,-18.0
Kainuu,2020-10-27,-34.0
Kainuu,2020-10-28,-35.0
Kainuu,2020-10-29,-34.0
Kainuu,2020-10-30,-20.0
Kainuu,2020-10-31,-35.0
Kainuu,2020-11-01,-35.0
Kainuu,2020-11-02,-30.0
Kainuu,2020-11-03,-38.0
Kainuu,2020-11-04,-29.0
Kainuu,2020-11-05,-35.0
Kainuu,2020-11-06,-24.0
Kainuu,2020-11-07,-16.0
Kainuu,2020-11-08,-29.0
Kainuu,2020-11-09,-18.0
Kainuu,2020-11-10,-35.0
Kainuu,2020-11-11,-29.0
Kainuu,2020-11-12,-33.0
Kainuu,2020-11-13,-26.0
Kainuu,2020-11-14,-28.0
Kainuu,2020-11-15,-43.0
Kainuu,2020-11-16,-22.0
Kainuu,2020-11-17,-35.0
Kainuu,2020-11-18,-45.0
Kainuu,2020-11-19,-37.0
Kainuu,2020-11-20,-26.0
Kainuu,2020-11-21,-39.0
Kainuu,2020-11-22,-45.0
Kainuu,2020-11-23,-26.0
Kainuu,2020-11-24,-34.0
Kainuu,2020-11-25,-35.0
Kainuu,2020-11-26,-36.0
Kainuu,2020-11-27,-30.0
Kainuu,2020-11-28,-42.0
Kainuu,2020-11-29,-44.0
Kainuu,2020-11-30,-28.0
Kainuu,2020-12-01,-41.0
Kainuu,2020-12-02,-43.0
Kainuu,2020-12-03,-49.0
Kainuu,2020-12-04,-39.0
Kainuu,2020-12-05,-28.0
Kainuu,2020-12-06,-48.0
Kainuu,2020-12-07,-33.0
Kainuu,2020-12-08,-35.0
Kainuu,2020-12-09,-43.0
Kainuu,2020-12-10,-43.0
Kainuu,2020-12-11,-39.0
Kainuu,2020-12-12,-39.0
Kainuu,2020-12-13,-59.0
Kainuu,2020-12-14,-38.0
Kainuu,2020-12-15,-44.0
Kainuu,2020-12-16,-36.0
Kainuu,2020-12-17,-27.0
Kainuu,2020-12-18,-40.0
Kainuu,2020-12-19,-17.0
Kainuu,2020-12-20,-47.0
Kainuu,2020-12-21,-25.0
Kainuu,2020-12-22,-36.0
Kainuu,2020-12-23,-28.0
Kainuu,2020-12-24,-64.0
Kainuu,2020-12-25,-71.0
Kainuu,2020-12-26,-35.0
Kainuu,2020-12-27,-38.0
Kainuu,2020-12-28,-29.0
Kainuu,2020-12-29,-40.0
Kainuu,2020-12-30,-36.0
Kainuu,2020-12-31,-41.0
Kymenlaakso,2020-02-15,6.0
Kymenlaakso,2020-02-16,0.0
Kymenlaakso,2020-02-17,0.0
Kymenlaakso,2020-02-18,4.0
Kymenlaakso,2020-02-19,0.0
Kymenlaakso,2020-02-20,2.0
Kymenlaakso,2020-02-21,-1.0
Kymenlaakso,2020-02-22,0.0
Kymenlaakso,2020-02-23,9.0
Kymenlaakso,2020-02-24,-9.0
Kymenlaakso,2020-02-25,-11.0
Kymenlaakso,2020-02-26,0.0
Kymenlaakso,2020-02-27,-6.0
Kymenlaakso,2020-02-28,-11.0
Kymenlaakso,2020-02-29,1.0
Kymenlaakso,2020-03-01,-2.0
Kymenlaakso,2020-03-02,5.0
Kymenlaakso,2020-03-03,-9.0
Kymenlaakso,2020-03-04,0.0
Kymenlaakso,2020-03-05,-1.0
Kymenlaakso,2020-03-06,-1.0
Kymenlaakso,2020-03-07,-4.0
Kymenlaakso,2020-03-08,5.0
Kymenlaakso,2020-03-09,8.0
Kymenlaakso,2020-03-10,-1.0
Kymenlaakso,2020-03-11,-4.0
Kymenlaakso,2020-03-12,-7.0
Kymenlaakso,2020-03-13,-19.0
Kymenlaakso,2020-03-14,-25.0
Kymenlaakso,2020-03-15,-30.0
Kymenlaakso,2020-03-16,-26.0
Kymenlaakso,2020-03-17,-42.0
Kymenlaakso,2020-03-18,-49.0
Kymenlaakso,2020-03-19,-52.0
Kymenlaakso,2020-03-20,-57.0
Kymenlaakso,2020-03-21,-60.0
Kymenlaakso,2020-03-22,-59.0
Kymenlaakso,2020-03-23,-51.0
Kymenlaakso,2020-03-24,-54.0
Kymenlaakso,2020-03-25,-55.0
Kymenlaakso,2020-03-26,-46.0
Kymenlaakso,2020-03-27,-64.0
Kymenlaakso,2020-03-28,-60.0
Kymenlaakso,2020-03-29,-64.0
Kymenlaakso,2020-03-30,-59.0
Kymenlaakso,2020-03-31,-59.0
